0.00,573.68,26.32,0.00,26.32,0.00,0.00,0.00,26.32,0.00,0.00,0.00,0.00,0.00,0.00,631.58,26.32,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,84.21,42.11
610.53,0.00,0.00,547.37,0.00,547.37,0.00,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,84.21
105.26,42.11,0.00,573.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00
21.05,631.58,589.47,0.00,0.00,0.00,0.00,547.37,0.00,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42
189.47,0.00,84.21,42.11,0.00,573.68,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00
0.00,715.79,0.00,84.21,1368.42,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00
0.00,0.00,168.42,0.00,863.16,42.11,0.00,573.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00
0.00,0.00,0.00,715.79,778.95,631.58,589.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00,0.00,0.00,0.00,336.84
357.89,0.00,0.00,0.00,168.42,0.00,84.21,42.11,0.00,573.68,26.32,0.00,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,884.21,0.00,0.00,0.00,168.42,0.00,84.21,1368.42,0.00,0.00,547.37,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00,0.00,0.00
0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,863.16,42.11,0.00,573.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,884.21,0.00,0.00,0.00,168.42,778.95,631.58,589.47,0.00,0.00,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00
21.05,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,84.21,42.11,0.00,573.68,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,884.21,0.00,0.00,0.00,715.79,0.00,84.21,1368.42,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00
0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,863.16,42.11,0.00,573.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,884.21,0.00,0.00,0.00,715.79,778.95,631.58,589.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178.95
652.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,84.21,42.11,0.00,573.68,26.32,0.00,26.32,0.00,0.00,0.00,26.32,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,84.21,1368.42,0.00,0.00,547.37,0.00,547.37,0.00,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00
0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,863.16,42.11,0.00,573.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,778.95,631.58,589.47,0.00,0.00,0.00,0.00,547.37,0.00,0.00,0.00,547.37,0.00,0.00,0.00
0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,947.37,0.00,84.21,42.11,0.00,573.68,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,715.79,0.00,84.21,1368.42,0.00,0.00,547.37,0.00,0.00,0.00,0.00,0.00,547.37,0.00
0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,863.16,42.11,0.00,573.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,715.79,778.95,631.58,589.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547.37
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1115.79,0.00,0.00,0.00,168.42,0.00,84.21,42.11,0.00,573.68,26.32,0.00,26.32,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,884.21,0.00,0.00,0.00,168.42,0.00,84.21,1368.42,0.00,0.00,547.37,0.00,547.37,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,863.16,42.11,0.00,573.68,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,884.21,0.00,0.00,0.00,168.42,778.95,631.58,589.47,0.00,0.00,0.00,547.37
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,0.00,0.00,0.00,778.95,0.00,0.00,0.00,336.84,0.00,0.00,0.00,168.42,0.00,84.21,42.11,0.00,573.68,26.32
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,884.21,0.00,0.00,0.00,715.79,0.00,84.21,1368.42,0.00,547.37
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.58,547.37,0.00,0.00,0.00,0.00,0.00,0.00,336.84,547.37,0.00,0.00,168.42,547.37,863.16,589.47,0.00
