0.00,681.25,31.25,0.00,31.25,0.00,300.00,0.00,31.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.25,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,31.25,0.00,200.00,0.00,100.00,50.00
725.00,0.00,0.00,650.00,0.00,650.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,100.00
125.00,50.00,0.00,681.25,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00
25.00,750.00,700.00,0.00,0.00,0.00,0.00,650.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00
225.00,0.00,100.00,50.00,0.00,681.25,31.25,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00
0.00,850.00,0.00,100.00,1625.00,0.00,0.00,650.00,0.00,0.00,0.00,300.00,650.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00
0.00,0.00,200.00,0.00,1025.00,50.00,0.00,681.25,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00
0.00,0.00,0.00,850.00,925.00,750.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,950.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00
425.00,0.00,0.00,0.00,200.00,0.00,100.00,50.00,0.00,681.25,31.25,0.00,31.25,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1050.00,0.00,0.00,0.00,200.00,0.00,100.00,1625.00,0.00,0.00,650.00,650.00,0.00,0.00,300.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,1025.00,50.00,0.00,681.25,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,925.00,750.00,700.00,0.00,0.00,650.00,0.00,0.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00
25.00,0.00,0.00,0.00,400.00,650.00,0.00,0.00,200.00,650.00,100.00,50.00,0.00,681.25,31.25,0.00,0.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,400.00,0.00,650.00,0.00,200.00,0.00,750.00,1625.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00
0.00,650.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,1025.00,50.00,0.00,681.25,650.00,0.00,650.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00
0.00,0.00,0.00,650.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,925.00,100.00,700.00,0.00,0.00,650.00,0.00,650.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,800.00
825.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,750.00,50.00,0.00,681.25,31.25,0.00,681.25,0.00,300.00,0.00,31.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00
0.00,800.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,750.00,1625.00,0.00,0.00,0.00,0.00,650.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00,0.00
0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,400.00,0.00,0.00,0.00,850.00,0.00,1025.00,50.00,0.00,681.25,650.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00
0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,925.00,100.00,700.00,0.00,0.00,650.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00
0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,1775.00,0.00,750.00,50.00,0.00,681.25,31.25,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00
0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,0.00,750.00,1625.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00
0.00,650.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,1025.00,50.00,0.00,681.25,650.00,0.00,650.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,650.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,925.00,100.00,700.00,0.00,0.00,650.00,0.00,650.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1325.00,0.00,0.00,0.00,200.00,0.00,750.00,50.00,0.00,681.25,31.25,0.00,681.25,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,200.00,0.00,750.00,1625.00,0.00,0.00,0.00,0.00,650.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,850.00,0.00,1025.00,50.00,0.00,681.25,650.00,0.00,0.00,0.00,300.00,0.00,650.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,850.00,925.00,100.00,700.00,0.00,0.00,650.00,0.00,0.00,0.00,300.00,0.00,650.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,925.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,850.00,0.00,750.00,50.00,0.00,681.25,31.25,0.00,0.00,0.00,300.00,0.00,650.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,850.00,0.00,750.00,1625.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,650.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,0.00,1025.00,50.00,0.00,681.25,650.00,0.00,650.00,0.00,300.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,925.00,100.00,700.00,0.00,0.00,650.00,0.00,650.00,0.00,300.00
325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,0.00,750.00,50.00,0.00,681.25,31.25,0.00,681.25,0.00
0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,0.00,750.00,1625.00,0.00,0.00,0.00,0.00,650.00
0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,0.00,1025.00,50.00,0.00,681.25,650.00,0.00
0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,925.00,100.00,700.00,0.00,0.00,650.00
0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,1775.00,0.00,750.00,50.00,0.00,681.25
0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,0.00,750.00,1625.00,0.00
