0.00,311.43,60.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,182.86,0.00,0.00,0.00,91.43,0.00,60.00,22.86
331.43,0.00,0.00,342.86,297.14,0.00,297.14,0.00,0.00,0.00,297.14,182.86,0.00,0.00,0.00,91.43,0.00,45.71
57.14,22.86,0.00,311.43,45.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,91.43,0.00
11.43,342.86,320.00,0.00,0.00,342.86,0.00,297.14,0.00,0.00,0.00,297.14,0.00,182.86,0.00,0.00,0.00,91.43
102.86,297.14,45.71,22.86,0.00,311.43,60.00,0.00,297.14,0.00,0.00,0.00,297.14,0.00,182.86,0.00,0.00,0.00
0.00,91.43,0.00,342.86,742.86,0.00,0.00,45.71,0.00,297.14,0.00,0.00,0.00,297.14,0.00,182.86,0.00,0.00
0.00,297.14,91.43,0.00,468.57,22.86,0.00,311.43,342.86,0.00,0.00,0.00,0.00,0.00,297.14,0.00,182.86,0.00
0.00,0.00,0.00,388.57,422.86,45.71,320.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,297.14,0.00,182.86
194.29,0.00,0.00,0.00,388.57,0.00,342.86,22.86,0.00,311.43,60.00,0.00,14.29,0.00,0.00,0.00,297.14,0.00
0.00,182.86,0.00,0.00,0.00,388.57,0.00,342.86,742.86,0.00,0.00,45.71,0.00,0.00,0.00,0.00,0.00,297.14
0.00,297.14,182.86,0.00,0.00,0.00,91.43,0.00,468.57,22.86,0.00,311.43,342.86,0.00,297.14,0.00,0.00,0.00
0.00,0.00,0.00,480.00,0.00,0.00,0.00,91.43,422.86,45.71,320.00,0.00,0.00,342.86,0.00,297.14,0.00,0.00
11.43,0.00,0.00,0.00,480.00,0.00,0.00,0.00,91.43,0.00,342.86,22.86,0.00,311.43,60.00,0.00,297.14,0.00
0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,91.43,0.00,342.86,742.86,0.00,0.00,45.71,0.00,297.14
0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,388.57,0.00,468.57,22.86,0.00,311.43,342.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,388.57,422.86,45.71,320.00,0.00,0.00,342.86
57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,388.57,0.00,342.86,22.86,0.00,311.43
0.00,45.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,388.57,0.00,342.86,742.86,0.00
