0.00,454.17,20.83,0.00,20.83,0.00,0.00,0.00,20.83,300.00,0.00,0.00,0.00,0.00,0.00,0.00,20.83,266.67,0.00,0.00,0.00,133.33,0.00,66.67,33.33
483.33,0.00,0.00,433.33,0.00,433.33,0.00,0.00,0.00,433.33,300.00,0.00,0.00,0.00,0.00,0.00,0.00,433.33,266.67,0.00,0.00,0.00,133.33,0.00,66.67
83.33,33.33,0.00,454.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00
16.67,500.00,466.67,0.00,0.00,0.00,0.00,433.33,0.00,0.00,0.00,433.33,300.00,0.00,0.00,0.00,0.00,0.00,433.33,0.00,266.67,0.00,0.00,0.00,133.33
150.00,0.00,66.67,33.33,0.00,454.17,20.83,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00
0.00,566.67,0.00,66.67,1083.33,0.00,0.00,433.33,0.00,0.00,0.00,0.00,0.00,433.33,300.00,0.00,0.00,0.00,0.00,433.33,0.00,0.00,266.67,0.00,0.00
0.00,0.00,133.33,0.00,683.33,33.33,0.00,454.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00
0.00,0.00,0.00,566.67,616.67,500.00,466.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433.33,300.00,0.00,0.00,0.00,433.33,0.00,0.00,0.00,266.67
283.33,0.00,0.00,0.00,133.33,0.00,66.67,33.33,0.00,454.17,20.83,0.00,20.83,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,700.00,0.00,0.00,0.00,133.33,0.00,66.67,1083.33,0.00,0.00,433.33,0.00,433.33,0.00,0.00,0.00,0.00,300.00,0.00,0.00,433.33,0.00,0.00,0.00
0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00,683.33,33.33,0.00,454.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,700.00,0.00,0.00,0.00,133.33,616.67,500.00,466.67,0.00,0.00,0.00,0.00,433.33,0.00,0.00,0.00,0.00,300.00,0.00,433.33,0.00,0.00
16.67,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00,66.67,33.33,0.00,454.17,20.83,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,700.00,0.00,0.00,0.00,566.67,0.00,66.67,1083.33,0.00,0.00,433.33,0.00,0.00,0.00,0.00,0.00,0.00,300.00,433.33,0.00
0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00,683.33,33.33,0.00,454.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,0.00,0.00,0.00,566.67,616.67,500.00,466.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733.33
316.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00,66.67,33.33,0.00,454.17,20.83,0.00,20.83,0.00,0.00,0.00,20.83
0.00,733.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00,66.67,1083.33,0.00,433.33,433.33,0.00,433.33,0.00,0.00,0.00
0.00,0.00,300.00,433.33,0.00,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,0.00,683.33,466.67,0.00,20.83,433.33,0.00,433.33,0.00,0.00
0.00,0.00,0.00,300.00,0.00,433.33,0.00,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,133.33,616.67,500.00,33.33,0.00,433.33,0.00,0.00,433.33,0.00
0.00,0.00,0.00,0.00,300.00,0.00,0.00,433.33,0.00,0.00,0.00,0.00,266.67,0.00,0.00,0.00,750.00,0.00,500.00,466.67,0.00,20.83,20.83,0.00,433.33
0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,433.33,0.00,0.00,0.00,266.67,0.00,0.00,0.00,566.67,0.00,66.67,650.00,0.00,433.33,433.33,0.00
0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,433.33,0.00,0.00,266.67,0.00,0.00,0.00,566.67,0.00,683.33,466.67,0.00,20.83,433.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,433.33,0.00,266.67,0.00,0.00,0.00,566.67,616.67,500.00,33.33,0.00,433.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,433.33,883.33,0.00,0.00,0.00,566.67,0.00,500.00,466.67,0.00
