0.00,279.49,12.82,0.00,12.82,0.00,0.00,143.59,12.82,0.00,0.00,82.05,0.00,41.03,20.51
297.44,0.00,0.00,266.67,0.00,266.67,0.00,0.00,143.59,266.67,0.00,0.00,82.05,0.00,41.03
51.28,20.51,0.00,279.49,0.00,0.00,0.00,0.00,0.00,143.59,0.00,0.00,0.00,82.05,0.00
10.26,307.69,287.18,0.00,0.00,0.00,0.00,266.67,0.00,0.00,143.59,266.67,0.00,0.00,82.05
92.31,0.00,41.03,20.51,0.00,279.49,12.82,0.00,0.00,0.00,0.00,143.59,0.00,0.00,0.00
0.00,348.72,0.00,41.03,666.67,0.00,0.00,266.67,0.00,0.00,0.00,0.00,143.59,266.67,0.00
0.00,0.00,82.05,0.00,420.51,20.51,0.00,279.49,0.00,0.00,0.00,0.00,0.00,143.59,0.00
0.00,0.00,0.00,348.72,379.49,307.69,287.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.26
153.85,0.00,0.00,0.00,82.05,0.00,41.03,20.51,0.00,279.49,12.82,0.00,12.82,0.00,0.00
0.00,410.26,0.00,0.00,0.00,82.05,0.00,41.03,666.67,0.00,0.00,266.67,0.00,266.67,0.00
0.00,0.00,143.59,0.00,0.00,0.00,82.05,0.00,420.51,20.51,0.00,279.49,0.00,0.00,0.00
0.00,0.00,0.00,410.26,0.00,0.00,0.00,82.05,379.49,307.69,287.18,0.00,0.00,0.00,266.67
10.26,0.00,0.00,0.00,143.59,0.00,0.00,0.00,82.05,0.00,41.03,20.51,0.00,279.49,12.82
0.00,0.00,0.00,0.00,0.00,410.26,0.00,0.00,0.00,348.72,0.00,41.03,666.67,0.00,266.67
0.00,0.00,0.00,0.00,0.00,0.00,143.59,266.67,0.00,0.00,82.05,266.67,420.51,287.18,0.00
