0.00,29267189.32,82.52,0.00,113.59,23666019.42,0.00,0.00,82.52,0.00,0.00,0.00,62.14,0.00,0.00,0.00,113.59,0.00,15.53,7.77
29267895.15,0.00,29266873.79,233.01,0.00,264.08,24270368.93,0.00,233.01,0.00,0.00,0.00,233.01,62.14,0.00,0.00,0.00,31.07,0.00,15.53
19.42,29267658.25,0.00,29267189.32,0.00,0.00,31.07,24270368.93,0.00,0.00,0.00,0.00,0.00,0.00,62.14,0.00,0.00,0.00,31.07,0.00
3.88,248.54,29267891.26,0.00,29266873.79,0.00,0.00,264.08,24270368.93,233.01,0.00,0.00,0.00,233.01,0.00,62.14,0.00,0.00,0.00,31.07
34.95,0.00,15.53,29267658.25,0.00,315.53,82.52,0.00,31.07,21799067.96,0.00,0.00,0.00,0.00,0.00,0.00,62.14,0.00,0.00,0.00
23666718.45,264.08,0.00,15.53,244.66,0.00,29871223.30,233.01,0.00,31.07,23666252.43,0.00,0.00,0.00,233.01,0.00,0.00,62.14,0.00,0.00
0.00,24270570.87,31.07,0.00,19.42,29871510.68,0.00,29871538.83,0.00,0.00,31.07,24270368.93,0.00,0.00,0.00,0.00,0.00,0.00,62.14,0.00
0.00,0.00,24270570.87,264.08,3.88,248.54,29871743.69,0.00,29871223.30,0.00,0.00,264.08,24270368.93,0.00,0.00,233.01,0.00,0.00,0.00,62.14
66.02,233.01,0.00,24270570.87,31.07,0.00,15.53,29871510.68,0.00,29871538.83,315.53,0.00,113.59,24270368.93,0.00,0.00,233.01,0.00,0.00,0.00
0.00,62.14,0.00,233.01,21799751.46,31.07,0.00,15.53,29871747.57,0.00,0.00,233.01,0.00,31.07,21799067.96,0.00,0.00,233.01,0.00,0.00
0.00,0.00,62.14,0.00,0.00,23666951.46,31.07,0.00,252.43,7.77,0.00,29871538.83,0.00,0.00,31.07,23666019.42,0.00,0.00,233.01,0.00
0.00,0.00,0.00,62.14,0.00,0.00,24270570.87,264.08,3.88,248.54,29871743.69,0.00,29871223.30,0.00,0.00,31.07,24270368.93,0.00,0.00,233.01
3.88,233.01,0.00,0.00,62.14,0.00,0.00,24270570.87,31.07,0.00,15.53,29871510.68,0.00,29871538.83,315.53,0.00,264.08,24270368.93,0.00,0.00
0.00,0.00,0.00,233.01,0.00,62.14,0.00,0.00,24270570.87,31.07,0.00,15.53,29871747.57,0.00,29871223.30,233.01,0.00,264.08,24270368.93,0.00
0.00,0.00,0.00,0.00,0.00,233.01,62.14,0.00,0.00,21799751.46,31.07,0.00,252.43,29871510.68,0.00,315.53,0.00,0.00,264.08,21799067.96
0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.15,0.00,0.00,23666718.45,31.07,3.88,248.54,240.78,0.00,29266873.79,0.00,0.00,264.08
34.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.15,0.00,0.00,24270570.87,264.08,0.00,15.53,29267658.25,0.00,29267189.32,315.53,0.00
0.00,31.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.15,0.00,0.00,24270570.87,264.08,0.00,15.53,29267895.15,0.00,29266873.79,233.01
0.00,0.00,31.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.15,0.00,0.00,24270570.87,264.08,0.00,252.43,29267658.25,0.00,29267189.32
0.00,0.00,0.00,31.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.15,0.00,0.00,21799751.46,264.08,3.88,248.54,29267891.26,0.00
