0.00,990.91,45.45,0.00,45.45,0.00,0.00,0.00,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00,0.00,0.00,290.91,0.00,145.45,72.73
1054.55,0.00,0.00,945.45,0.00,945.45,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00,0.00,0.00,290.91,0.00,145.45
181.82,72.73,0.00,990.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00,0.00,0.00,290.91,0.00
36.36,1090.91,1018.18,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00,0.00,0.00,290.91
327.27,0.00,145.45,72.73,0.00,990.91,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00,0.00,0.00
0.00,1236.36,0.00,145.45,2363.64,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00,0.00
0.00,0.00,290.91,0.00,1490.91,72.73,0.00,990.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82,0.00
0.00,0.00,0.00,1236.36,1345.45,1090.91,1018.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.82
618.18,0.00,0.00,0.00,290.91,0.00,145.45,72.73,0.00,990.91,45.45,0.00,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1527.27,0.00,0.00,0.00,290.91,0.00,145.45,2363.64,0.00,0.00,945.45,0.00,945.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.45,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,581.82,0.00,0.00,0.00,290.91,0.00,1490.91,72.73,0.00,990.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163.64,0.00,0.00,0.00,0.00,0.00
