0.00,403.70,18.52,0.00,18.52,0.00,177.78,0.00,18.52,0.00,0.00,0.00,0.00,0.00,237.04,0.00,18.52,0.00,118.52,0.00,59.26,29.63
429.63,0.00,0.00,385.19,0.00,385.19,0.00,177.78,0.00,385.19,0.00,0.00,0.00,0.00,385.19,237.04,0.00,0.00,0.00,118.52,0.00,59.26
74.07,29.63,0.00,403.70,0.00,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.04,0.00,0.00,0.00,118.52,0.00
14.81,444.44,414.81,0.00,0.00,0.00,0.00,385.19,0.00,177.78,0.00,385.19,0.00,0.00,0.00,385.19,0.00,237.04,0.00,0.00,0.00,118.52
133.33,0.00,59.26,29.63,0.00,403.70,18.52,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.04,0.00,0.00,0.00
0.00,503.70,0.00,59.26,962.96,0.00,0.00,385.19,0.00,0.00,0.00,177.78,385.19,0.00,0.00,0.00,385.19,0.00,0.00,237.04,0.00,0.00
0.00,0.00,118.52,0.00,607.41,29.63,0.00,403.70,0.00,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.04,0.00
0.00,0.00,0.00,503.70,548.15,444.44,414.81,0.00,0.00,0.00,0.00,0.00,0.00,562.96,0.00,0.00,0.00,385.19,0.00,0.00,0.00,237.04
251.85,0.00,0.00,0.00,118.52,0.00,59.26,29.63,0.00,403.70,18.52,0.00,18.52,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,622.22,0.00,0.00,0.00,118.52,0.00,59.26,962.96,0.00,0.00,385.19,385.19,0.00,0.00,177.78,0.00,0.00,385.19,0.00,0.00,0.00
0.00,0.00,237.04,0.00,0.00,0.00,118.52,0.00,607.41,29.63,0.00,403.70,0.00,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,622.22,0.00,0.00,0.00,118.52,548.15,444.44,414.81,0.00,0.00,385.19,0.00,0.00,0.00,177.78,0.00,385.19,0.00,0.00
14.81,0.00,0.00,0.00,237.04,385.19,0.00,0.00,118.52,385.19,59.26,29.63,0.00,403.70,18.52,0.00,0.00,0.00,177.78,0.00,385.19,0.00
0.00,0.00,0.00,0.00,0.00,237.04,0.00,385.19,0.00,118.52,0.00,444.44,962.96,0.00,0.00,0.00,0.00,0.00,0.00,177.78,0.00,385.19
0.00,385.19,0.00,0.00,0.00,0.00,237.04,0.00,0.00,0.00,118.52,0.00,607.41,29.63,0.00,403.70,385.19,0.00,385.19,0.00,177.78,0.00
0.00,0.00,0.00,385.19,0.00,0.00,0.00,237.04,0.00,0.00,0.00,118.52,548.15,59.26,414.81,0.00,0.00,385.19,0.00,385.19,0.00,177.78
192.59,0.00,0.00,0.00,0.00,385.19,0.00,0.00,237.04,0.00,0.00,0.00,118.52,0.00,444.44,29.63,0.00,403.70,18.52,0.00,403.70,0.00
0.00,177.78,0.00,0.00,0.00,0.00,0.00,385.19,0.00,237.04,0.00,0.00,0.00,118.52,0.00,444.44,962.96,0.00,0.00,0.00,0.00,385.19
0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,385.19,237.04,0.00,0.00,0.00,503.70,0.00,607.41,29.63,0.00,403.70,385.19,0.00
0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,622.22,0.00,0.00,0.00,503.70,548.15,59.26,414.81,0.00,0.00,385.19
0.00,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,622.22,0.00,0.00,0.00,1051.85,0.00,444.44,29.63,0.00,403.70
0.00,0.00,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,622.22,0.00,0.00,0.00,503.70,0.00,444.44,962.96,0.00
