0.00,26582064.29,121.43,0.00,121.43,0.00,0.00,26581600.00,121.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.43,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.43,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71,0.00,22.86,11.43
26582965.71,0.00,26581600.00,342.86,0.00,342.86,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71,0.00,22.86
28.57,26582617.14,0.00,26582064.29,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71,0.00
5.71,365.71,26582960.00,0.00,26581600.00,0.00,0.00,342.86,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71
51.43,0.00,22.86,26582617.14,0.00,26582064.29,121.43,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00
0.00,388.57,0.00,22.86,26582965.71,0.00,26581600.00,342.86,0.00,0.00,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00
0.00,0.00,45.71,0.00,28.57,26582617.14,0.00,464.29,0.00,0.00,0.00,0.00,0.00,23834514.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00
26582560.00,0.00,0.00,388.57,5.71,365.71,354.29,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,26581600.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43
97.14,24723977.14,0.00,0.00,45.71,0.00,22.86,24724034.29,0.00,24724235.71,121.43,0.00,121.43,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,434.29,24723977.14,0.00,0.00,45.71,0.00,22.86,24724382.86,0.00,24723771.43,342.86,0.00,342.86,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,28.57,24724034.29,0.00,24724235.71,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,434.29,24723977.14,0.00,0.00,45.71,5.71,365.71,24724377.14,0.00,24723771.43,0.00,0.00,342.86,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00
5.71,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,22.86,24724034.29,0.00,24724235.71,121.43,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,434.29,23835451.43,0.00,0.00,388.57,0.00,22.86,24724382.86,0.00,0.00,342.86,0.00,0.00,0.00,0.00,23834514.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,91.43,26582560.00,0.00,0.00,45.71,0.00,28.57,11.43,0.00,24724235.71,0.00,0.00,0.00,0.00,0.00,26581600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,434.29,24723977.14,0.00,0.00,388.57,5.71,365.71,24724377.14,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86
188.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,22.86,24724034.29,0.00,24724235.71,121.43,0.00,121.43,0.00,0.00,24723771.43,121.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,22.86,24724382.86,0.00,24723771.43,342.86,0.00,342.86,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,28.57,24724034.29,0.00,24724235.71,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,5.71,365.71,24724377.14,0.00,24723771.43,0.00,0.00,342.86,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,23835451.43,0.00,0.00,51.43,0.00,22.86,24724034.29,0.00,464.29,121.43,0.00,0.00,0.00,0.00,23834514.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,26582560.00,0.00,0.00,388.57,0.00,22.86,360.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,26581600.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,28.57,24724034.29,0.00,24724235.71,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,388.57,5.71,365.71,24724377.14,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.14,24723977.14,0.00,0.00,45.71,0.00,22.86,24724034.29,0.00,24724235.71,121.43,0.00,121.43,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,434.29,24723977.14,0.00,0.00,45.71,0.00,22.86,24724382.86,0.00,24723771.43,342.86,0.00,342.86,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,342.86,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,28.57,24724034.29,0.00,24724235.71,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,434.29,23835451.43,0.00,0.00,45.71,5.71,365.71,24724377.14,0.00,0.00,0.00,0.00,342.86,0.00,0.00,23834514.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,342.86,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,5.71,0.00,0.00,0.00,91.43,26582560.00,0.00,0.00,45.71,0.00,22.86,11.43,0.00,24724235.71,121.43,0.00,0.00,0.00,0.00,26581600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,434.29,24723977.14,0.00,0.00,388.57,0.00,22.86,24724382.86,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,342.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,28.57,24724034.29,0.00,24724235.71,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.29,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,434.29,24723977.14,0.00,0.00,388.57,5.71,365.71,24724377.14,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,24723771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,537.14
200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,22.86,24724034.29,0.00,24724235.71,121.43,0.00,121.43,0.00,0.00,24723771.43,121.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.43
0.00,537.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,24723977.14,0.00,0.00,45.71,0.00,22.86,24724382.86,0.00,24724114.29,342.86,0.00,342.86,0.00,0.00,24723771.43,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
