0.00,726.67,33.33,0.00,33.33,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,213.33,0.00,106.67,53.33
773.33,0.00,0.00,693.33,0.00,693.33,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,106.67
133.33,53.33,0.00,726.67,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00
26.67,800.00,746.67,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33
240.00,0.00,106.67,53.33,0.00,726.67,33.33,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00
0.00,906.67,0.00,106.67,1733.33,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00
0.00,0.00,213.33,0.00,1093.33,53.33,0.00,726.67,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00
0.00,0.00,0.00,906.67,986.67,800.00,746.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67
453.33,0.00,0.00,0.00,213.33,0.00,106.67,53.33,0.00,726.67,33.33,0.00,33.33,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1120.00,0.00,0.00,0.00,213.33,0.00,106.67,1733.33,0.00,0.00,693.33,0.00,693.33,0.00,0.00,0.00,426.67,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,1093.33,53.33,0.00,726.67,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1120.00,0.00,0.00,0.00,213.33,986.67,800.00,746.67,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,426.67,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00
26.67,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,106.67,53.33,0.00,726.67,33.33,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,906.67,0.00,106.67,1733.33,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,426.67,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,1093.33,53.33,0.00,726.67,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,906.67,986.67,800.00,746.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.33
880.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,106.67,53.33,0.00,726.67,726.67,0.00,726.67,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,853.33,0.00,693.33,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,106.67,1733.33,0.00,0.00,693.33,0.00,693.33,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,853.33,0.00,0.00,693.33,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,1786.67,53.33,0.00,726.67,0.00,0.00,693.33,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,853.33,0.00,0.00,0.00,693.33,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,986.67,800.00,746.67,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,693.33,0.00,0.00,426.67,0.00,0.00,0.00,1893.33,0.00,106.67,53.33,0.00,726.67,726.67,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,693.33,0.00,426.67,0.00,0.00,0.00,906.67,0.00,106.67,1733.33,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00
